company,product,typename,inches,opsys,price_euros,resolution_width,resolution_height,aspect_ratio,resolution_type,touchscreen,cpu_manufacturer,cpu_model,cpu_clock_speed_GHz,ram_gb,storage_capacity1,storage_capacity2,storage_type1,storage_type2,weight_kg,gpu_brand,gpu_model,total_pixels
Asus,X541NA-GO414T (N3350/8GB/1TB/W10),Notebook,15.6,Windows 10,399,1366,768,1.778645833,Other,No,Intel,Celeron Dual Core N3350,1.1,8,1000,0,HDD,None,2,Intel HD Graphics,500,1049088
Asus,VivoBook Pro,Notebook,15.6,Windows 10,906.62,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7300HQ,2.5,8,1000,0,HDD,None,1.99,Nvidia GeForce GTX,1050,2073600
Dell,XPS 13,Ultrabook,13.3,Windows 10,1869,3200,1800,1.777777778,Quad HD,Yes,Intel,Core i5 8250U,1.6,8,256,0,SSD,None,1.23,Intel UHD Graphics,620,5760000
Lenovo,IdeaPad 100S-14IBR,Notebook,14,Windows 10,249,1366,768,1.778645833,Other,No,Intel,Celeron Dual Core N3060,1.6,2,32,0,FlashStorage,None,1.42,Intel HD Graphics,400,1049088
Lenovo,Thinkpad Yoga,2 in 1 Convertible,13.3,Windows 10,1757.42,1920,1080,1.777777778,IPS Panel Full HD,Yes,Intel,Core i7 7500U,2.7,8,256,0,SSD,None,1.37,Intel HD Graphics,620,2073600
Dell,XPS 15,Notebook,15.6,Windows 10,2399,3840,2160,1.777777778,K Ultra HD,Yes,Intel,Core i7 7700HQ,2.8,16,1000,0,SSD,None,2.06,Nvidia GeForce GTX,1050,8294400
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Windows 10,1109,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,8,128,1000,SSD,HDD,2.5,Nvidia GeForce GTX,1050,2073600
HP,17-AK091ND (A9-9420/8GB/1TB/W10),Notebook,17,Windows 10,520.9,1600,900,1.777777778,Other,No,AMD,A9-Series 9420,3,8,1000,0,HDD,None,2.6,AMD Radeon R,5,1440000
Lenovo,ThinkPad X1,Ultrabook,14,Windows 10,2450,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 7500U,2.7,16,512,0,SSD,None,1.14,Intel HD Graphics,620,2073600
Asus,ROG GL553VE-FY022,Gaming,15.6,No OS,1169,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,8,1000,0,HDD,None,2.5,Nvidia GeForce GTX,1050,2073600
Acer,Extensa EX2540,Notebook,15.6,Windows 10,450,1366,768,1.778645833,Other,No,Intel,Core i3 6006U,2,4,500,0,HDD,None,2.4,Intel HD Graphics,520,1049088
Lenovo,IdeaPad 100S-14IBR,Notebook,14,Windows 10,274,1366,768,1.778645833,Other,No,Intel,Celeron Dual Core N3060,1.6,4,32,0,FlashStorage,None,1.43,,,1049088
Acer,Swift 3,Ultrabook,14,Windows 10,919,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i5 7200U,2.5,8,256,0,SSD,None,1.8,Intel Graphics,620,2073600
Razer,Blade Pro,Gaming,14,Windows 10,2599,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7700HQ,2.8,16,256,0,SSD,None,1.95,Nvidia GeForce GTX,1060,2073600
Toshiba,Portege Z30-C-16J,Notebook,13.3,Windows 10,1213,1920,1080,1.777777778,Full HD,No,Intel,Core i5 6200U,2.3,8,256,0,SSD,None,1.2,Intel HD Graphics,520,2073600
Lenovo,Thinkpad X270,Ultrabook,12.5,Windows 10,1584,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 7500U,2.7,8,256,0,SSD,None,1.36,Intel HD Graphics,620,2073600
Asus,ROG G701VI,Gaming,17.3,Windows 10,2799,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 6820HK,2.7,32,512,0,SSD,None,3.8,Nvidia GeForce GTX,1080,2073600
Acer,A715-71G-59DH (i5-7300HQ/8GB/1TB/GeForce,Gaming,15.6,Linux,709,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7300HQ,2.5,8,1000,0,HDD,None,2.4,Nvidia GeForce GTX,1050,2073600
Dell,XPS 13,Ultrabook,13.3,Windows 10,1449.9,1920,1080,1.777777778,Full HD,No,Intel,Core i5 8250U,1.6,8,256,0,SSD,None,1.2,Intel UHD Graphics,620,2073600
MSI,GL62M 7REX,Gaming,15.6,Windows 10,1191.8,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7700HQ,2.8,8,128,1000,SSD,HDD,2.2,Nvidia GeForce GTX,1050,2073600
HP,250 G6,Notebook,15.6,No OS,364.9,1366,768,1.778645833,Other,No,Intel,Core i3 6006U,2,4,500,0,HDD,None,1.86,Intel HD Graphics,520,1049088
Toshiba,Tecra A50-D-11M,Notebook,15.6,Windows 10,1064,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i5 7200U,2.5,8,500,0,HDD,None,2,Intel HD Graphics,620,2073600
Dell,Inspiron 5570,Notebook,15.6,Windows 10,919,1920,1080,1.777777778,Full HD,No,Intel,Core i7 8550U,1.8,8,256,0,SSD,None,2.2,AMD Radeon,530,2073600
Dell,Inspiron 5570,Notebook,15.6,Windows 10,1135,1920,1080,1.777777778,Full HD,No,Intel,Core i7 8550U,1.8,16,256,2000,SSD,HDD,2.2,AMD Radeon,530,2073600
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,Windows 10,1196,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 6700HQ,2.6,8,128,1000,SSD,HDD,3.31,Nvidia GeForce GTX,960,2073600
Dell,Alienware 17,Gaming,17.3,Windows 10,3147.37,3840,2160,1.777777778,IPS Panel,No,Intel,Core i7 7700HQ,2.8,32,512,1000,SSD,HDD,4.42,Nvidia GeForce GTX,1070,8294400
Dell,Latitude E7470,Notebook,14,Windows 10,1229,1920,1080,1.777777778,Full HD,No,Intel,Core i5 6300U,2.4,8,256,0,SSD,None,1.56,Intel HD Graphics,520,2073600
Lenovo,Ideapad 320-15IAP,Notebook,15.6,Windows 10,419,1366,768,1.778645833,Other,No,Intel,Celeron Dual Core N3350,1.1,4,500,0,HDD,None,2.2,Intel HD Graphics,500,1049088
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Windows 10,535,1920,1080,1.777777778,Full HD,No,Intel,Core i5 6200U,2.3,4,500,0,HDD,None,2.2,Intel HD Graphics,520,2073600
HP,15-ay047nv (i3-6006U/6GB/1TB/Radeon,Notebook,15.6,Windows 10,539,1920,1080,1.777777778,Other,No,Intel,Core i3 6006U,2,6,1000,0,HDD,None,2.04,AMD Radeon R,5,2073600
MSI,GP72VR Leopard,Gaming,17.3,Windows 10,1486.77,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7700HQ,2.8,8,128,1000,SSD,HDD,2.7,Nvidia GeForce GTX,1060,2073600
Toshiba,Satellite Pro,Notebook,15.6,Windows 10,498,1366,768,1.778645833,Other,No,Intel,Core i3 6100U,2.1,4,128,0,SSD,None,2.1,Intel HD Graphics,520,1049088
Dell,Latitude 3580,Notebook,15.6,Windows 10,955,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7200U,2.5,8,1000,0,HDD,None,2.06,Intel HD Graphics,620,2073600
HP,15-bs012nv (i7-7500U/8GB/1TB/Radeon,Notebook,15.6,Windows 10,745,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7500U,2.7,8,1000,0,HDD,None,2.1,AMD Radeon,530,2073600
Toshiba,Tecra Z50-D-10E,Notebook,15.6,Windows 10,1258,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i5 7200U,2.5,8,256,0,SSD,None,2,Intel HD Graphics,620,2073600
Acer,Aspire 3,Notebook,15.6,Linux,412,1366,768,1.778645833,Other,No,Intel,Core i3 6006U,2,4,128,0,SSD,None,2.1,Intel HD Graphics,520,1049088
Microsoft,Surface Laptop,Ultrabook,13.5,Windows 10 S,1867.85,2256,1504,1.5,Touchscreen,Yes,Intel,Core i7 7600U,2.8,8,256,0,SSD,None,1.252,Intel Iris Plus Graphics,640,3393024
Lenovo,V310-15ISK (i5-7200U/8GB/1TB,Notebook,15.6,Windows 10,817.95,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7200U,2.5,8,128,1000,SSD,HDD,1.9,AMD Radeon R,5,2073600
Lenovo,Yoga 720-13IKB,2 in 1 Convertible,13.3,Windows 10,1034,1920,1080,1.777777778,IPS Panel Full HD,Yes,Intel,Core i5 7200U,2.5,8,256,0,SSD,None,1.3,Intel HD Graphics,620,2073600
Lenovo,IdeaPad 320-15AST,Notebook,15.6,Windows 10,349,1366,768,1.778645833,Other,No,AMD,E-Series E2-9000,2.2,4,128,0,SSD,None,2.2,AMD Radeon R,2,1049088
HP,Pavilion X360,2 in 1 Convertible,14,Windows 10,699,1920,1080,1.777777778,IPS Panel Full HD,Yes,Intel,Core i3 7100U,2.4,4,128,0,SSD,None,1.63,Nvidia GeForce,940,2073600
MSI,GP62 7RDX,Gaming,15.6,Windows 10,1294,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7700HQ,2.8,16,256,1000,SSD,HDD,2.4,Nvidia GeForce GTX,1050,2073600
Asus,Zenbook 3,Ultrabook,14,Windows 10,1135,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7200U,2.5,8,256,0,SSD,None,1.1,Intel HD Graphics,620,2073600
HP,Chromebook X360,2 in 1 Convertible,11.6,Chrome OS,495,1366,768,1.778645833,Touchscreen,Yes,Intel,Celeron Dual Core N3350,1.1,8,64,0,FlashStorage,None,1.4,Intel HD Graphics,500,1049088
LG,Gram 15Z975,Ultrabook,15.6,Windows 10,2299,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 8550U,1.8,8,512,0,SSD,None,1.09,Intel HD Graphics,620,2073600
Acer,Aspire VX5-591G,Gaming,15.6,Windows 10,1299,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7300HQ,2.5,16,256,0,SSD,None,2.5,Nvidia GeForce GTX,1050,2073600
MSI,GV62M 7RD,Gaming,15.6,Windows 10,997.9,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7300HQ,2.5,8,256,0,SSD,None,2.2,Nvidia GeForce GTX,1050,2073600
Asus,L502NA-GO052T (N3350/4GB/128GB/W10),Notebook,15.6,Windows 10,419,1366,768,1.778645833,Other,No,Intel,Celeron Dual Core N3350,1.1,4,128,0,SSD,None,1.86,Intel HD Graphics,500,1049088
Dell,Alienware 15,Gaming,15.6,Windows 10,2051,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7300HQ,2.5,16,128,1000,SSD,HDD,3.21,Nvidia GeForce GTX,1060,2073600
HP,17-bs000nv I3,Notebook,17.3,Windows 10,699,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i3 6006U,2,4,256,0,SSD,None,2.5,AMD Radeon R,5,2073600
Lenovo,Yoga 730,2 in 1 Convertible,13.3,Windows 10,1499,1920,1080,1.777777778,IPS Panel Full HD,Yes,Intel,Core i7 8550U,1.8,8,512,0,SSD,None,1.19,Intel UHD Graphics,620,2073600
Dell,Alienware 15,Gaming,15.6,Windows 10,2813.75,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7820HK,2.9,16,256,1000,SSD,HDD,3.49,Nvidia GeForce GTX,1070,2073600
HP,250 G6,Notebook,15.6,Windows 10,612.61,1366,768,1.778645833,Other,No,Intel,Core i5 7200U,2.5,4,500,0,HDD,None,1.86,AMD Radeon,520,1049088
Dell,Inspiron 3567,Notebook,15.6,Windows 10,545.67,1366,768,1.778645833,Other,No,Intel,Core i3 6006U,2,4,1000,0,HDD,None,2.2,AMD Radeon R,5,1049088
HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon,Notebook,17.3,Windows 10,569,1920,1080,1.777777778,IPS Panel Full HD,No,AMD,A10-Series 9600P,2.4,6,2000,0,HDD,None,2.65,AMD Radeon R,7,2073600
Lenovo,V110-15ISK (3855U/4GB/500GB/W10),Notebook,15.6,Windows 10,318,1366,768,1.778645833,Other,No,Intel,Celeron Dual Core 3855U,1.6,4,500,0,HDD,None,2.1,Intel HD Graphics,510,1049088
Acer,Chromebook 14,Notebook,14,Chrome OS,375,1366,768,1.778645833,Other,No,Intel,Celeron Dual Core 3855U,1.6,4,32,0,FlashStorage,None,1.45,Intel HD Graphics,510,1049088
Lenovo,IdeaPad 520s-14IKB,Notebook,14,Windows 10,699,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7200U,2.5,4,256,0,SSD,None,1.7,Intel HD Graphics,620,2073600
HP,ZBook 17,Workstation,17.3,Windows 10,1907.99,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7700HQ,2.8,8,500,0,HDD,None,3.14,Nvidia Quadro M,1200,2073600
Lenovo,ThinkPad X1,2 in 1 Convertible,14,Windows 10,2590,2560,1440,1.777777778,Touchscreen,Yes,Intel,Core i7 7500U,2.7,8,256,0,SSD,None,1.42,Intel HD Graphics,620,3686400
Toshiba,Satellite Pro,Notebook,13.3,Windows 10,973,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i5 7200U,2.5,8,256,0,SSD,None,1.5,Intel HD Graphics,620,2073600
Acer,TravelMate B117-M,Netbook,11.6,Windows 10,269,1366,768,1.778645833,Other,No,Intel,Celeron Dual Core N3050,1.6,4,32,0,FlashStorage,None,1.4,,,1049088
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,14,Windows 10,1749,1920,1080,1.777777778,Full HD,Yes,Intel,Core i7 7500U,2.7,16,512,0,SSD,None,1.38,Intel HD Graphics,620,2073600
Asus,Chromebook Flip,2 in 1 Convertible,12.5,Chrome OS,669,1920,1080,1.777777778,Full HD,Yes,Intel,Core M M3-6Y30,0.9,4,64,0,FlashStorage,None,1.2,Intel HD Graphics,515,2073600
Toshiba,Portege Z30T-C-133,Ultrabook,13.3,Windows 10,1877,1920,1080,1.777777778,Full HD,Yes,Intel,Core i7 6500U,2.5,16,512,0,SSD,None,1.36,Intel HD Graphics,520,2073600
HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Notebook,15.6,Windows 10,689,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 7500U,2.7,4,500,0,HDD,None,2.1,AMD Radeon,530,2073600
Dell,Inspiron 5577,Gaming,15.6,Windows 10,819,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7300HQ,2.5,8,1000,0,HDD,None,2.56,Nvidia GeForce GTX,1050,2073600
Lenovo,IdeaPad 320-15AST,Notebook,15.6,Windows 10,399,1920,1080,1.777777778,Full HD,No,AMD,A9-Series 9420,2.9,4,256,0,SSD,None,2.2,AMD Radeon,530,2073600
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,Windows 10,429,1366,768,1.778645833,Other,No,AMD,A12-Series 9720P,3.6,8,1000,0,HDD,None,2.2,AMD Radeon R,7,1049088
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,15.6,Windows 10,621.45,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7200U,2.5,4,1000,1000,HDD,HDD,2.1,Intel HD Graphics,620,2073600
Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,Notebook,15.6,No OS,450,1366,768,1.778645833,Other,No,Intel,Core i3 6006U,2,4,500,0,HDD,None,1.9,Intel HD Graphics,520,1049088
Dell,Vostro 5568,Notebook,15.6,Windows 10,795,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7200U,2.5,8,256,0,SSD,None,2.18,Intel HD Graphics,620,2073600
Acer,Spin 5,2 in 1 Convertible,13.3,Windows 10,999,1920,1080,1.777777778,IPS Panel Full HD,Yes,Intel,Core i5 8250U,1.6,8,256,0,SSD,None,1.6,Intel UHD Graphics,620,2073600
Lenovo,ThinkPad P51s,Workstation,15.6,Windows 7,1855,1920,1080,1.777777778,Full HD,No,Intel,Core i7 6500U,2.5,16,512,0,SSD,None,2.18,Nvidia Quadro M,520,2073600
Lenovo,Thinkpad T460p,Notebook,14,Windows 10,1191,1920,1080,1.777777778,Full HD,No,Intel,Core i5 6300HQ,2.3,8,256,0,SSD,None,1.8,Intel HD Graphics,520,2073600
HP,17-ak002nv (A10-9620P/6GB/2TB/Radeon,Notebook,17.3,Windows 10,655.01,1920,1080,1.777777778,IPS Panel Full HD,No,AMD,A10-Series 9620P,2.5,6,2000,0,HDD,None,2.71,AMD Radeon,530,2073600
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Windows 10,1249,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,8,128,1000,SSD,HDD,2.5,Nvidia GeForce GTX,1050,2073600
Dell,Latitude 5480,Notebook,14,Linux,1089,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7440HQ,2.8,8,256,0,SSD,None,1.64,Nvidia GeForce,930,2073600
Dell,Vostro 5568,Notebook,15.6,Linux,726,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7200U,2.5,8,1000,0,HDD,None,1.98,Intel HD Graphics,620,2073600
Asus,VivoBook E403NA,Notebook,14,Windows 10,298,1920,1080,1.777777778,Full HD,No,Intel,Celeron Dual Core N3350,1.1,4,32,0,FlashStorage,None,1.5,Intel HD Graphics,500,2073600
Dell,Latitude 5580,Notebook,15.6,Windows 10,1426.66,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7300U,2.6,16,512,0,SSD,None,1.93,Intel HD Graphics,620,2073600
Lenovo,Thinkpad E470,Notebook,14,Windows 10,857.07,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i5 7200U,2.5,8,256,0,SSD,None,1.87,Nvidia GeForce,920,2073600
Dell,Latitude 5580,Notebook,15.6,Windows 10,1179,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7300U,2.6,8,256,0,SSD,None,1.9,Intel HD Graphics,620,2073600
Lenovo,110-15ACL (A6-7310/4GB/500GB/W10),Notebook,15.6,Windows 10,298,1366,768,1.778645833,Other,No,AMD,A6-Series 7310,2,4,500,0,HDD,None,2.19,AMD Radeon R,4,1049088
Mediacom,Smartbook 142,Notebook,14,Windows 10,265,1920,1200,1.6,IPS Panel Full HD,No,Intel,Atom Z8350,1.92,4,32,0,HDD,None,1.4,Intel HD Graphics,400,2304000
HP,ProBook 470,Notebook,17.3,Windows 10,1200,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7500U,2.7,8,256,0,SSD,None,2.63,Nvidia GeForce,930,2073600
Lenovo,ThinkPad X1,Ultrabook,14,Windows 10,1686.64,2560,1440,1.777777778,IPS Panel Quad HD,No,Intel,Core i7 6500U,2.5,8,512,0,SSD,None,1.17,Intel HD Graphics,520,3686400
HP,Pavilion X360,2 in 1 Convertible,13.3,Windows 10,836.6,1366,768,1.778645833,IPS Panel Touchscreen,Yes,Intel,Core i5 7200U,2.5,8,256,0,SSD,None,1.58,Intel HD Graphics,620,1049088
Lenovo,ThinkPad T470s,Ultrabook,14,Windows 10,1499,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i5 7200U,2.5,8,256,0,SSD,None,1.32,Intel HD Graphics,620,2073600
Dell,Alienware 17,Gaming,17.3,Windows 10,3659.4,3840,2160,1.777777778,K Ultra HD,No,Intel,Core i7 7700HQ,2.8,32,1000,1000,SSD,HDD,4.36,Nvidia GeForce GTX,1070,8294400
MSI,GL72M 7REX,Gaming,17.3,Windows 10,1348.48,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7700HQ,2.8,8,128,1000,SSD,HDD,2.7,Nvidia GeForce GTX,1050,2073600
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,Notebook,15.6,No OS,489.9,1366,768,1.778645833,Other,No,Intel,Core i5 7200U,2.5,4,1000,0,HDD,None,1.9,Intel HD Graphics,620,1049088
Dell,Inspiron 5570,Notebook,15.6,Windows 10,719,1920,1080,1.777777778,Full HD,No,Intel,Core i5 8250U,1.6,8,128,1000,SSD,HDD,2.2,AMD Radeon,530,2073600
Dell,Inspiron 5378,2 in 1 Convertible,13.3,Windows 10,649,1920,1080,1.777777778,Full HD,Yes,Intel,Core i3 7100U,2.4,4,1000,0,HDD,None,1.71,Intel HD Graphics,620,2073600
Dell,Inspiron 5567,Notebook,15.6,Linux,589.52,1366,768,1.778645833,Other,No,Intel,Core i5 7200U,2.5,8,1000,0,HDD,None,2.32,AMD Radeon R,7,1049088
HP,15-BW037na (A9-9420/4GB/1TB/Radeon,Notebook,15.6,Windows 10,489,1920,1080,1.777777778,Full HD,No,AMD,A9-Series 9420,3,4,1000,0,HDD,None,2.1,AMD Radeon,520,2073600
Acer,Predator 17,Gaming,17.3,Windows 10,1935,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 6700HQ,2.6,16,128,1000,SSD,HDD,4.2,Nvidia GeForce GTX,1060,2073600
Dell,Inspiron 3567,Notebook,15.6,Windows 10,649,1366,768,1.778645833,Other,No,Intel,Core i5 7200U,2.5,12,1000,0,HDD,None,2.25,Intel HD Graphics,620,1049088
HP,15-BW091ND (A9-9420/6GB/1TB,Notebook,15.6,Windows 10,650,1920,1080,1.777777778,Full HD,No,AMD,A9-Series A9-9420,3,6,128,1000,SSD,HDD,2.1,AMD Radeon,520,2073600
Acer,Extensa EX2540-58KR,Notebook,15.6,Windows 10,559,1366,768,1.778645833,Other,No,Intel,Core i5 7200U,2.5,4,500,0,HDD,None,2.4,Intel HD Graphics,620,1049088
Lenovo,ThinkPad 13,Notebook,13.3,Windows 10,960,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i5 7200U,2.5,8,256,0,SSD,None,1.44,Intel HD Graphics,620,2073600
Lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),Notebook,15.6,Windows 10,779,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7500U,2.7,4,1000,0,HDD,None,1.85,Intel HD Graphics,620,2073600
HP,ZBook 15,Workstation,15.6,Windows 10,2419,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7700HQ,2.8,16,256,0,SSD,None,2.6,Nvidia Quadro M,2200,2073600
Dell,Inspiron 5379,2 in 1 Convertible,13.3,Windows 10,659,1920,1080,1.777777778,Full HD,Yes,Intel,Core i5 8250U,1.6,8,1000,0,HDD,None,1.55,Intel UHD Graphics,620,2073600
MSI,GS63VR 7RF,Gaming,15.6,Windows 10,2094.48,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7700HQ,2.8,16,256,1000,SSD,HDD,1.8,Nvidia GeForce GTX,1060,2073600
Acer,Aspire ES1-572,Notebook,15.6,Windows 10,410.8,1366,768,1.778645833,Other,No,Intel,Core i3 6006U,2,4,500,0,HDD,None,2.4,Intel HD Graphics,520,1049088
Dell,Inspiron 7560,Notebook,15.6,Windows 10,1207,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7500U,2.7,8,128,1000,SSD,HDD,2,Nvidia GeForce,940,2073600
Dell,Vostro 3568,Notebook,15.6,Windows 10,665,1366,768,1.778645833,Other,No,Intel,Core i3 6006U,2,8,256,0,SSD,None,2,Intel HD Graphics,520,1049088
Toshiba,Tecra X40-D-10G,Notebook,14,Windows 10,1535,1920,1080,1.777777778,IPS Panel Full HD,Yes,Intel,Core i5 7200U,2.5,8,256,0,SSD,None,1.25,Intel HD Graphics,620,2073600
Lenovo,Flex 5,2 in 1 Convertible,14,Windows 10,999,1920,1080,1.777777778,Full HD,Yes,Intel,Core i5 7200U,2.5,8,256,0,SSD,None,1.7,Intel HD Graphics,620,2073600
Lenovo,Thinkpad P51s,Workstation,15.6,Windows 10,3299,3840,2160,1.777777778,IPS Panel,No,Intel,Core i7 7600U,2.8,16,1000,0,SSD,None,2.5,Nvidia Quadro M,520,8294400
Acer,Chromebook 14,Notebook,14,Chrome OS,330,1366,768,1.778645833,Other,No,Intel,Celeron Dual Core N3060,1.6,2,32,0,FlashStorage,None,1.68,Intel HD Graphics,400,1049088
Samsung,Notebook 9,Ultrabook,13.3,Windows 10,1649,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7500U,2.7,16,256,0,SSD,None,0.81,Intel HD Graphics,620,2073600
HP,250 G6,Notebook,15.6,Windows 10,539,1920,1080,1.777777778,Full HD,No,Intel,Core i3 6006U,2,8,256,0,SSD,None,1.86,Intel HD Graphics,520,2073600
Dell,Latitude 5480,Notebook,14,Windows 10,1126.71,1366,768,1.778645833,Other,No,Intel,Core i5 7200U,2.5,8,256,0,SSD,None,1.6,Intel HD Graphics,620,1049088
HP,Zbook 17,Workstation,17.3,Windows 7,4389,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Xeon E3-1535M v5,2.9,16,256,0,SSD,None,3,Nvidia Quadro M,2000,2073600
Lenovo,N23 (N3060/4GB/128GB/W10),Netbook,11.6,Windows 10,475,1366,768,1.778645833,Touchscreen,Yes,Intel,Celeron Dual Core N3060,1.6,4,128,0,SSD,None,1.4,Intel HD Graphics,400,1049088
HP,EliteBook 850,Notebook,15.6,Windows 10,1900,1920,1080,1.777777778,Full HD,No,Intel,Core i5 6300U,2.4,8,256,0,SSD,None,1.84,Intel HD Graphics,520,2073600
Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,15.6,No OS,579,1366,768,1.778645833,Other,No,Intel,Core i5 6300HQ,2.3,4,1000,0,HDD,None,2.45,Nvidia GeForce GTX,950,1049088
Lenovo,Thinkpad T460,Ultrabook,14,Windows 10,1096,1920,1080,1.777777778,Full HD,No,Intel,Core i5 6200U,2.3,4,180,0,SSD,None,1.7,Intel HD Graphics,520,2073600
Asus,Pro P2540UA-XO0192R,Notebook,15.6,Windows 10,849.9,1366,768,1.778645833,Other,No,Intel,Core i7 7500U,2.7,4,256,0,SSD,None,2.37,Intel HD Graphics,620,1049088
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,Windows 10,1199,3200,1800,1.777777778,IPS Panel Quad HD,Yes,Intel,Core i5 6260U,1.8,8,256,0,SSD,None,1.3,Intel HD Graphics,540,5760000
HP,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,15.6,Windows 10,1099,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i5 7300HQ,2.5,8,128,1000,SSD,HDD,2.2,Nvidia GeForce GTX,1050,2073600
HP,ZBook 15,Workstation,15.6,Windows 7,1561,1920,1080,1.777777778,Full HD,No,Intel,Core i7 6700HQ,2.6,8,256,0,SSD,None,2.59,Nvidia Quadro M,1000,2073600
Dell,Alienware 17,Gaming,15.6,Windows 10,2868.99,3840,2160,1.777777778,IPS Panel,No,Intel,Core i7 7700HQ,2.8,16,256,1000,SSD,HDD,4.42,Nvidia GeForce GTX,1070,8294400
Acer,Aspire 3,Notebook,15.6,Windows 10,599,1366,768,1.778645833,Other,No,Intel,Core i5 7200U,2.5,4,256,0,SSD,None,2.1,Intel HD Graphics,620,1049088
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Windows 10,1048,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,8,128,1000,SSD,HDD,2.5,Nvidia GeForce GTX,1050,2073600
Dell,Latitude 7280,Ultrabook,12.5,Windows 10,1859,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7600U,2.8,16,256,0,SSD,None,1.18,Intel HD Graphics,620,2073600
Google,Pixelbook (Core,Ultrabook,12.3,Chrome OS,1559,2400,1600,1.5,Touchscreen,Yes,Intel,Core i5 7Y57,1.2,8,256,0,SSD,None,1.1,Intel HD Graphics,615,3840000
Asus,Zenbook UX330UA-AH5Q,Ultrabook,13.3,Windows 10,1129,3200,1800,1.777777778,IPS Panel Quad HD,No,Intel,Core i5 7200U,2.5,8,256,0,SSD,None,1.2,Intel HD Graphics,620,5760000
